Finished,rank_eg,Q99,Q95,country,mil,sector,ResponseId,activity_1,activity_2,activity_3,activity_4,activity_5,activity_6,activity_7,activity_8,activity_9
FALSE,NA,NA,NA,Egypt,No,NA,R_1gGX7FYscPAXKVo,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,Yes,NA,R_2RPUoMoP5TQLBNg,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_3PZDX7Y1FC0cSkk,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_1gvT4tuheoXR8Oo,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Private,Other,Less than 5,Egypt,Yes,NA,R_2scpvJh9A5Dozw8,79,21,0,0,0,0,0,0,0
FALSE,NA,NA,NA,Tunisia,NA,NA,R_1lzB4jviowHsUdr,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_cNPSmsKS7uluJlT,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_3DuNLwSrCIdG1Ej,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,Yes,NA,R_1E3VkfDmWUAiZj1,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Egypt,No,NA,R_575WJe1zU9GJDK9,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_1CfjwcsjNWlsXZS,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,State-owned enterprise,From 51 to 100,Tunisia,No,NA,R_1mgbgyuD2WYna2t,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Egypt,No,NA,R_28Zgqy4JVt4GMwP,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,Registered as a domestic company,Less than 5,Egypt,No,NA,R_1pS8pUSdm0MOc0r,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Tunisia,NA,NA,R_bwKAOjVVRqHbrcR,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Egypt,NA,NA,R_Xv5B0J5BR3gFRmx,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Egypt,NA,NA,R_3JhpPXccu7zKjH8,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,Yes,NA,R_dohJIHys6jI5mud,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Sergeant,NA,NA,Egypt,Yes,NA,R_2xxRmgt2huVxsTD,0,0,0,2,98,0,0,0,0
FALSE,Second Lieutenant,NA,NA,Egypt,Yes,NA,R_12PGiY6uuH18SEC,30,0,0,0,0,0,0,0,70
FALSE,NA,NA,NA,Egypt,NA,NA,R_1jZDm0ylSTaPs66,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,Yes,NA,R_UFujNphBzDnShcl,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_3J5cK4aqMbLekh8,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_W8qaWjOZbcpekWB,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,Yes,NA,R_2tlM8Xleim4pwli,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_eQCkVLDjQv49zdn,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,Yes,NA,R_3MtiliGz9iQ6l1W,6,37,25,0,0,0,21,11,0
TRUE,NA,NA,NA,Kuwait,NA,NA,R_3D2Dle40FvIM4rK,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_2dutxaRXkQC7FxL,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Libyan Arab Jamahiriya,NA,NA,R_1Ea5ktmhjh0jDpS,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Tunisia,No,NA,R_z6bNQODLkhPFGXD,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Jordan,NA,NA,R_UEEH1QY1sADqD8R,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_3HFFuInU9yGAEFc,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Egypt,No,NA,R_eal4ewxE4q8kWwp,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_uacayUyNGrM5rz3,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_1rDJVFr1qtI262z,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_AGbgYgEcYrWN6LL,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_1P0MvRvqLucMMC7,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_3MzeYz4u0MMA7Or,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_YRA8L2aj7h0sQyl,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Tunisia,Yes,NA,R_33kW6Lt6piMZzKg,0,0,0,0,0,0,0,41,59
TRUE,NA,Registered as a domestic company,From 251 to 500,Egypt,No,NA,R_21FFxA1tzDfnWts,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Tunisia,No,NA,R_1j9ajhY821f1KBb,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_10vjweCcR7OV02E,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Private,NA,NA,Egypt,Yes,NA,R_1pYjsWeNZAkBWiH,79,21,0,0,0,0,0,0,0
FALSE,Second Lieutenant,NA,NA,Egypt,Yes,NA,R_sM2X3lQqUOtMm41,61,19,19,1,0,0,0,0,0
FALSE,NA,NA,NA,Egypt,NA,NA,R_20Mak9JoZ9ugjw1,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Egypt,NA,NA,R_2to3Gc4g4M61Yf2,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_2e4i2lu4Xjor23u,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Tunisia,NA,NA,R_3M5v5C4l4dyefue,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Colonel,NA,NA,Egypt,Yes,NA,R_1OTQecStxNn6gXz,0,19,34,0,23,0,0,24,0
FALSE,NA,NA,NA,Egypt,No,NA,R_3Dpt2NCwRyW1mRy,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,Joint-venture with an ${e://Field/country_adj}  private enterprise,From 501 to 1000,Egypt,No,NA,R_VIIS1LsbL7bNwul,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Egypt,NA,NA,R_2fB8eS0RKXI3tZg,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Egypt,No,NA,R_AmIj4gwCODCzUDD,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Tunisia,No,NA,R_1rAogScrwpibuUb,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_2SxKyCooHnylx3x,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Egypt,No,NA,R_3QLyt4PIqDrKk4v,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,Yes,NA,R_2cnoBI4l8n9DQ5I,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,Other,1001 and over,Egypt,No,NA,R_2PdokJelLwHiZMG,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_yPVs8Im8ogxW8x3,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_3RxcguJQdq3Smhb,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_2q7PAWR4Rxnp5u2,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_2Y8JEpmF0rEBIxl,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Tunisia,No,NA,R_u9PihmZH4e5FLIR,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_USDBNLyRPvBiT1D,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Private,NA,NA,Egypt,Yes,NA,R_3lDfqAHUwfGFh37,24,23,11,0,0,24,0,0,18
TRUE,NA,NA,NA,Egypt,No,NA,R_3074tCCAaInL6WH,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_1mefdvfx4BNgDMb,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Egypt,No,NA,R_210dLWbhhY85CHp,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,Yes,NA,R_2zu0fHE6hveLBao,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,Yes,NA,R_3Jg9ZkKqInfbqA8,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Egypt,No,NA,R_aXZLi5pNQqNzAU9,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Egypt,NA,NA,R_2qBCI2SC9ajnQZg,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_1hLRzovv8AuYYDa,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_3ku0BeeTVRpG7ns,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_TqoYsgq5VFK9Cvf,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,Registered as a domestic company,From 251 to 500,Egypt,No,NA,R_1GVr93RbFyqfqv0,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_1QnOThhDN18i4XE,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_2YldGIKAmTRwKTw,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Algeria,NA,NA,R_1kNSkQXbVtHtgmK,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Qatar,NA,NA,R_3Eg1YxfHIku9WTa,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_1gqmzIZcnTUoRbJ,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_3IcLhX6lVdO9Xfo,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_2zPeTIW38Pvj1IM,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_2S94Sgq9xepRJQU,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_2sbdtHp8SYBumTF,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_2SkslVz9trImIgX,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_1roGxO8YPqeEEna,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Corporal,NA,NA,Egypt,Yes,NA,R_2X4FAc73uuYhRKp,10,0,0,50,0,0,0,25,15
FALSE,NA,NA,NA,Egypt,NA,NA,R_2e4ldeXNzyyF6ZX,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,Unregistered domestic company,From 10 to 19,Tunisia,Yes,NA,R_2Tw20QHnRPmSkIC,39,12,49,0,0,0,0,0,0
FALSE,Private,NA,NA,Egypt,Yes,NA,R_2WJbS9FD3PBKl26,29,0,0,0,0,56,0,0,15
TRUE,NA,NA,NA,Egypt,No,NA,R_7VCYw6YcBbT5sAh,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_233HPuAph4AXxg6,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_2dhGsooDUsZrkDu,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,Yes,NA,R_VPxikAkwhaqIZln,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_2qfNeEjXS6QWBwT,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Yemen,NA,NA,R_3HS8toah3R63iFx,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Egypt,No,NA,R_31T0ApFZCHo74at,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Private,Other,1001 and over,Egypt,Yes,NA,R_1GNPrChjxOHl932,87,0,10,0,0,0,0,3,0
FALSE,Major,NA,NA,Egypt,Yes,NA,R_4Hiinx29Awj3LgJ,0,0,0,0,81,0,0,19,0
FALSE,NA,NA,NA,Tunisia,Yes,NA,R_bmcxJu2kueX3n2N,0,38,0,0,0,0,0,62,0
FALSE,NA,NA,NA,Egypt,Yes,NA,R_1hRzTBNT1KEIyBF,51,39,10,0,0,0,0,0,0
TRUE,NA,NA,NA,Egypt,No,NA,R_3jdJx8PqtX3pMys,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_2dW5gWWGbrAJ5Qd,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_2scAlJl5EzSwGzK,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Egypt,No,NA,R_276ZByfbBCWYebW,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Private,NA,NA,Egypt,Yes,NA,R_9ZcL08OtSpQlHdn,55,0,0,0,0,45,0,0,0
FALSE,NA,NA,NA,Egypt,No,NA,R_1DUzRTakgPGGriw,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Jordan,NA,NA,R_2Y4GZN6BKkwS9tj,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,Yes,NA,R_2tca9oG07DKKI4q,13,0,23,0,18,11,0,23,12
TRUE,NA,NA,NA,Tunisia,No,NA,R_2wRoDzFFhFQN32S,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Lieutenant,NA,NA,Egypt,Yes,NA,R_3dKVEKg6Bf2KXUa,0,0,0,0,6,51,0,16,27
FALSE,NA,NA,NA,Egypt,No,NA,R_3fTa2SF4FtNle1w,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_TnjH2DiJRyjAnyV,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Tunisia,No,NA,R_saHNKCSHaBZpMxX,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_2wzvqwcPkYbLCMS,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_3mfdrH9Z5xAxAWy,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Andorra,NA,NA,R_2aaZ4ZW66k1FRTv,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_3oSJyhJfkeVHqMP,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,Yes,NA,R_3rOfXlTkAlmSwMr,0,0,0,0,0,0,0,50,50
FALSE,NA,NA,NA,Egypt,No,NA,R_3QEKRHZZTv3VsG0,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Algeria,NA,NA,R_1r35oOOIZxFhKuz,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,100% foreign-owned enterprise,From 101 to 250,Tunisia,No,NA,R_Yc5dKVtWEP9kVNf,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_1DqfSZrwkyZqjYP,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_ODysuSK0wsiF8c1,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_CZZ5hhLsXKkkvGp,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,Yes,NA,R_33BxnZKS9BLRrvr,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Private,NA,NA,Egypt,Yes,NA,R_1OPH1eW8AEIGleM,0,0,0,0,0,0,0,100,0
TRUE,NA,NA,NA,Egypt,NA,NA,R_3nMdcBJwMQ5C2jT,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_1FKUdzt2vZCWwGN,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,Yes,NA,R_1QoOxI9YwqhX2uo,10,0,20,0,0,0,0,40,30
TRUE,NA,NA,NA,Egypt,No,NA,R_3Hk5skYh8Sqb8nh,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Egypt,NA,NA,R_2aWeR9Xj7GxK7Vo,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Tunisia,No,NA,R_3IauRYv8VPgwzPP,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_3D6oZkFFOyyEw2a,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_cGtKPSC8VOji8M1,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,Yes,NA,R_RkT830POTHyn3r3,100,0,0,0,0,0,0,0,0
FALSE,NA,NA,NA,Egypt,NA,NA,R_3jcezJElwrOlhVt,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Uganda,NA,NA,R_VJBOoBOi2rgu1hf,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_WlzBPLy9SeDfegh,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Albania,NA,NA,R_em1PLQmPayEi5eV,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_8cyhg8mQZlpviN3,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_1CdqvJw5QsEALOZ,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,Yes,NA,R_Uaoope2n1PaxyZr,6,8,18,13,20,6,0,14,15
FALSE,NA,NA,NA,Egypt,No,NA,R_2QfeqBbnvWJC5Ah,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_3PMUsZxNu0bbOpP,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_1hL5s0dsJ3z96X0,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,Yes,NA,R_22S4fG3U0sXvVGR,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_eaqPjYhJz7W4U6J,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Egypt,No,NA,R_1F9QEjTXCg5UmFL,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,100% foreign-owned enterprise,From 10 to 19,Egypt,No,NA,R_2WxatGxOb0nv4Hp,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_2aQAQiJF3rdHmWb,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Private,Registered as a domestic company,1001 and over,Egypt,Yes,NA,R_OoEKSEJ6wGuexUt,45,25,2,1,2,1,2,1,21
FALSE,NA,NA,NA,Tunisia,No,NA,R_885W6LTyCB1H3rP,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_1i5pxOb7UayUwb6,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,"Iran, Islamic Republic of...",NA,NA,R_2zDg3yI9zZ5GsEk,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,State-owned enterprise,From 101 to 250,Egypt,No,NA,R_1ocdcImUL9fyUfI,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Egypt,No,NA,R_3qyUeKWh383NzSq,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_1gHf9oDHAD8zlTp,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_2vcuyrW0TSECW9D,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_umtp8w6VyrDEdTb,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_29uAUtXmeXff9ON,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Tunisia,No,NA,R_3ELOJFVNw0XbdNn,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Staff Sergeant,NA,NA,Egypt,Yes,NA,R_1NUJrzVSrISB0sx,0,0,0,0,0,0,0,100,0
TRUE,NA,NA,NA,Angola,NA,NA,R_8e9UM4VHGg69oVr,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,NA,NA,R_1hW3yDySfMTH4Z9,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Tunisia,NA,NA,R_3CHgcRb2b0eSYJH,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Sudan,NA,NA,R_1d6JE8cdBY1vnDx,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_41nvER6H3e0Xke5,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Tunisia,NA,NA,R_1PZzVlU4ZFmnyve,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_3LbX2Ip3uQ3BiRW,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Kuwait,NA,NA,R_3EgWdZauqzTq0bv,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_2QmTP2ZPX9ZIRrj,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Corporal,NA,NA,Egypt,Yes,NA,R_3ly9eeN0IHCChJZ,10,90,0,0,0,0,0,0,0
FALSE,NA,NA,NA,Egypt,NA,NA,R_2aXfuXadLS39aQI,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,Second Lieutenant,NA,NA,Egypt,Yes,"Agriculture, forestry and fishing",R_1mkme8G6dafPI8u,18,14,11,9,8,10,12,9,9
TRUE,Private,NA,NA,Egypt,Yes,NA,R_9YoUc4rCgnpgRdT,28,14,38,20,0,0,0,0,0
FALSE,NA,NA,NA,Egypt,No,NA,R_1i4ljiIPxToPa3C,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_2dgctlWMFeJyCm7,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_p3HeFixhPfs8m4N,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,Yes,NA,R_31YKrPuMW1XQY10,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Egypt,No,NA,R_2zN4cbwqSbLgOB2,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_3D89CRkmcoVlxo7,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,Joint-venture with an ${e://Field/country_adj}  private enterprise,From 101 to 250,Egypt,No,NA,R_AMRMOoNHIThWeGt,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,Lieutenant,NA,NA,Egypt,Yes,NA,R_yHDvIKhbhqp4op3,35,0,47,18,0,0,0,0,0
FALSE,NA,NA,NA,Tunisia,NA,NA,R_0pU4RUKnlXOJC2R,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Egypt,No,NA,R_2f0XJR8cpghnhX8,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,Registered as a domestic company,1001 and over,Egypt,No,NA,R_1r24k9M8estKbhp,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Tunisia,Yes,NA,R_rkazBcNMLMKeyrv,12,0,26,0,0,0,0,36,26
FALSE,NA,NA,NA,Egypt,NA,NA,R_1rGLEv9HBea3Slf,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Egypt,No,NA,R_1CDgF3rm130MNhT,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_2OMX2Tlwwck4okW,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Lebanon,NA,NA,R_2bTqqoZ0svnCC1G,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_2qCvqncWwxT4vLJ,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Tunisia,NA,NA,R_22uccKvCEbbPgms,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Egypt,NA,NA,R_BRiL5scctMGSmR3,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Egypt,No,NA,R_1BVmq3mJkg0TFG6,NA,NA,NA,NA,NA,NA,NA,NA,NA
TRUE,NA,NA,NA,Egypt,NA,NA,R_3OpsR1PjIwLCNvZ,NA,NA,NA,NA,NA,NA,NA,NA,NA
FALSE,NA,NA,NA,Tunisia,Yes,NA,R_2dNoyPLpzp97ai5,NA,NA,NA,NA,NA,NA,NA,NA,NA
